upstream_cpp	n_gm	kt_files	gm_status	source_tags	test_files	disabled_tags	bucket
testgradient	1	TestGradientGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/TestGradientWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TestGradientTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/TestGradientCrossBackendTest.kt	-	ported
texelsubset	1	-	MISSING	-	-	-	missing-mapping
text_scale_skew	2	TextScaleSkewGM.kt	PORTED	-	-	-	ported
textblob	1	TextBlobGM.kt	PORTED	-	-	-	ported
textblobblockreordering	1	TextBlobBlockReorderingGM.kt	PORTED	-	-	-	ported
textblobcolortrans	1	TextBlobColorTransGM.kt	PORTED	-	-	-	ported
textblobgeometrychange	1	TextBlobGeometryChangeGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobGeometryChangeTest.kt	-	ported
textblobmixedsizes	1	TextBlobMixedSizesGM.kt	PORTED	STUB.DF_TEXT_RASTER	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobMixedSizesTest.kt	-	implementation
textblobrandomfont	1	TextBlobRandomFontGM.kt	TEST_DISABLED	STUB.GR_RANDOM_TYPEFACE	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobRandomFontTest.kt	STUB.GR_RANDOM_TYPEFACE	gpu-intractable
textblobshader	1	TextBlobShaderGM.kt	PORTED	-	-	-	ported
textblobtransforms	1	TextBlobTransformsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobTransformsTest.kt	-	ported
textblobuseaftergpufree	1	TextBlobUseAfterGpuFreeGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobUseAfterGpuFreeTest.kt	-	ported
texteffects	2	TextBlobInterceptsGM.kt,TextEffectsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TextBlobInterceptsTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TextEffectsTest.kt	-	ported
thinconcavepaths	1	ThinConcavePathsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ThinConcavePathsTest.kt	-	ported
thinrects	2	ClippedThinRectGM.kt,ThinRectsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ThinRectsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ThinRectsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ThinRectsCrossBackendTest.kt	-	ported
thinstrokedrects	1	ThinStrokedRectsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ThinStrokedRectsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ThinStrokedRectsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ThinStrokedRectsCrossBackendTest.kt	-	ported
tiledscaledbitmap	1	TiledScaledBitmapGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TiledScaledBitmapTest.kt	-	ported
tileimagefilter	1	TileImageFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TileImageFilterTest.kt	-	ported
tilemodes	3	TilemodeDecalGM.kt,Tiling2GM.kt,TilingGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/Tiling2WebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TilemodeDecalTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Tiling2Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/Tiling2CrossBackendTest.kt	-	ported
tilemodes_alpha	1	TilemodesAlphaGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/TilemodesAlphaWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TilemodesAlphaTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/TilemodesAlphaCrossBackendTest.kt	-	ported
tilemodes_scaled	2	ScaledTiling2GM.kt,ScaledTilingGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ScaledTiling2Test.kt	-	ported
tinybitmap	1	TinyBitmapGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/TinyBitmapWebGpuTest.kt	-	ported
transparency	1	TransparencyCheckGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/TransparencyCheckTest.kt	-	ported
trickycubicstrokes	3	TrickyCubicStrokesLargeRadiusGM.kt	PARTIAL	-	-	-	partial-coverage
typeface	5	TypefaceRenderingGM.kt,TypefaceStylesGM.kt,TypefaceStylingGM.kt	PARTIAL	STUB.FIXTURE	skia-integration-tests/src/test/kotlin/org/skia/tests/TypefaceRenderingTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TypefaceStylesTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TypefaceStylingTest.kt	STUB.FIXTURE	fixture-gated
unpremul	1	UnpremulGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/UnpremulTest.kt	-	ported
userfont	1	UserFontGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/UserFontTest.kt	-	ported
variedtext	1	VariedTextGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/VariedTextTest.kt	-	ported
vertices	5	Skbug13047GM.kt,VerticesBatchingGM.kt,VerticesCollapsedGM.kt,VerticesGM.kt,VerticesPerspectiveGM.kt	PARTIAL	STUB.DRAW_VERTICES	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/VerticesWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/VerticesBatchingTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/VerticesTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/VerticesCrossBackendTest.kt	STUB.DRAW_VERTICES	implementation
verylargebitmap	1	VeryLargeBitmapGM.kt	TEST_DISABLED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/VeryLargeBitmapTest.kt	SLOW.GM_STRESS	slow-or-reference
video_decoder	1	VideoDecoderGM.kt	TEST_DISABLED	STUB.FFMPEG	skia-integration-tests/src/test/kotlin/org/skia/tests/VideoDecoderTest.kt	STUB.FFMPEG	codec-gated
wacky_yuv_formats	3	WackyYUVFormatsGM.kt,YUVMakeColorSpaceGM.kt,YUVSplitterGM.kt	PARTIAL	STUB.YUVA_PIXMAPS	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/WackyYUVFormatsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/WackyYUVFormatsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/WackyYUVFormatsCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/YUVMakeColorSpaceTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/YUVMakeColorSpaceWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/YUVMakeColorSpaceCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/YUVSplitterTest.kt	STUB.YUVA_PIXMAPS	codec-gated
widebuttcaps	1	WideButtCapsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/WideButtCapsTest.kt	-	ported
windowrectangles	1	WindowRectanglesGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/WindowRectanglesTest.kt	-	ported
workingspace	2	WorkingspaceGM.kt,WorkingspaceInputOutputGM.kt	TEST_DISABLED	STUB.CF_SHADER_CHILD,STUB.COLOR4F_BLEND_CF,STUB.WORKING_COLOR_SPACE_IO,STUB.WORKING_SPACE_RT	skia-integration-tests/src/test/kotlin/org/skia/tests/WorkingspaceInputOutputTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/WorkingspaceTest.kt	STUB.CF_SHADER_CHILD,STUB.COLOR4F_BLEND_CF,STUB.WORKING_COLOR_SPACE_IO,STUB.WORKING_SPACE_RT	wgsl-runtime-gated
xfermodeimagefilter	1	XfermodeImageFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/XfermodeImageFilterTest.kt	-	ported
xfermodes	1	XfermodesGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/XfermodesTest.kt	-	ported
xfermodes2	1	Xfermodes2GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Xfermodes2Test.kt	-	ported
xfermodes3	1	Xfermodes3GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/Xfermodes3Test.kt	-	ported
ycbcrimage	1	YCbCrImageGM.kt	TEST_DISABLED	STUB.VULKAN_YCBCR_SAMPLER	skia-integration-tests/src/test/kotlin/org/skia/tests/YCbCrImageTest.kt	STUB.VULKAN_YCBCR_SAMPLER	gpu-intractable
yuv420_odd_dim	2	Yuv420OddDimGM.kt,Yuv420OddDimRepeatGM.kt	TEST_DISABLED	STUB.CANVAS_GPU_SURFACE,STUB.LAZY_YUV_IMAGE,STUB.YUVA_PIXMAPS	skia-integration-tests/src/test/kotlin/org/skia/tests/Yuv420OddDimRepeatTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Yuv420OddDimTest.kt	STUB.LAZY_YUV_IMAGE,STUB.YUVA_PIXMAPS	codec-gated
yuvtorgbsubset	1	-	MISSING	-	-	-	missing-mapping
