selectionOrdinal,name,family,renderCost,referenceStatus,route,outcome,cluster,refusalCode,primaryDiagnosticCode,diagnosticCodes,dispatch,refuse,similarity,minSimilarity,isPassing,noScoreCause,referenceAvailable,generatedAvailable,width,height
319,imagefilter_transformed_image,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.surface.prepared.image-clip,unsupported.surface.prepared.image-clip,unsupported.surface.prepared.image-clip,0,0,,0.0,,generated-render-missing,True,False,256,256
320,imagefilterscropexpand,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.paint,unsupported.composite.paint,unsupported.composite.paint,0,0,,0.0,,generated-render-missing,True,False,730,650
321,imagefiltersgraph,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.image.native_binding,unsupported.image.native_binding,unsupported.image.native_binding,0,0,,0.0,,generated-render-missing,True,False,600,150
322,image-surface,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,960,1200
323,imagemagnifier_bounds,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.operation,unsupported.composite.operation,unsupported.composite.operation,0,0,,0.0,,generated-render-missing,True,False,768,512
324,imagemagnifier_cropped,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.paint,unsupported.composite.paint,unsupported.composite.paint,0,0,,0.0,,generated-render-missing,True,False,256,256
325,imagemagnifier,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.paint,unsupported.composite.paint,unsupported.composite.paint,0,0,,0.0,,generated-render-missing,True,False,500,500
326,imagemakewithfilter,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,79,0,49.80106167846309,0.0,True,,True,True,1840,860
327,imagemasksubset,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,7,0,73.95833333333334,0.0,True,,True,True,480,480
328,image_out_of_gamut,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,4,0,0.0,0.0,True,,True,True,77,41
329,image-picture,IMAGE,non-blocking,trusted,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,generated-render-missing,True,False,850,450
330,imageresizetiled,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.operation,unsupported.composite.operation,unsupported.composite.operation,0,0,,0.0,,generated-render-missing,True,False,640,480
331,image-shader,IMAGE,non-blocking,trusted,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,generated-render-missing,True,False,850,450
332,imagesource,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,6,0,92.96933333333334,0.0,True,,True,True,500,150
333,image_subset,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,440,220
334,imageshader_tinyscale,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,0.0,0.0,True,,True,True,1000,1000
335,localmatrixshader_nested,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,450,1200
336,local_matrix_shader_rt,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,256,256
337,localmatrix_order,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,500,500
338,makecolorspace,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.color.gamut_transform,unsupported.color.gamut_transform,unsupported.color.gamut_transform,0,0,,0.0,,generated-render-missing,True,False,384,512
339,makecolortypeandspace,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,13,0,0.0,0.0,True,,True,True,384,512
340,makeRasterImage,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,2,0,83.660888671875,0.0,True,,True,True,128,128
341,mipmap_gray8_srgb,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.image.pixel.format,unsupported.image.pixel.format,unsupported.image.pixel.format,0,0,,0.0,,generated-render-missing,True,False,260,230
342,mipmap_srgb,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.image.src_bounds,unsupported.image.src_bounds,unsupported.image.src_bounds,0,0,,0.0,,generated-render-missing,True,False,260,230
343,mirror_tile,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,140,370
344,nearest_half_pixel_image,IMAGE,non-blocking,trusted,refusal,refused,transforms,unsupported.transform.affine_material,unsupported.transform.affine_material,unsupported.transform.affine_material,0,0,,0.0,,generated-render-missing,True,False,264,235
345,new_texture_image,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,22.36024844720497,0.0,True,,True,True,280,115
346,ninepatch-stretch,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.image.nine_geometry,unsupported.image.nine_geometry,unsupported.image.nine_geometry,0,0,,0.0,,generated-render-missing,True,False,760,800
347,not_native32_bitmap_config,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,65.0,,generated-render-missing,True,False,128,128
348,null_child_rt,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.material.non_solid,unsupported.core_primitive.material.non_solid,unsupported.core_primitive.material.non_solid,0,0,,0.0,,generated-render-missing,True,False,150,100
349,p3,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,450,1300
350,persp_images,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,9,0,68.54782608695652,0.0,True,,True,True,1150,1280
351,pictureimagefilter,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.paint,unsupported.composite.paint,unsupported.composite.paint,0,0,,0.0,,generated-render-missing,True,False,600,300
352,pictureshader_alpha,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,1400,1450
353,pictureshadercache,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,100,100
354,pictureshader,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,1400,1450
355,pictureshader_localwrapper,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,1400,1450
356,pictureshader_persp,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,0,0,,0.0,,generated-render-missing,True,False,215,110
357,pictureshadertile,IMAGE,non-blocking,trusted,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,generated-render-missing,True,False,800,600
358,poster_circle,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,36.965185185185184,0.0,True,,True,True,600,450
359,raw_image_shader_normals_rt,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,8,0,20.397186279296875,0.0,True,,True,True,768,512
360,readpixelscodec,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,0.0,,generated-render-missing,True,False,27,108
361,readpixelspicture,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,192,768
362,reinterpretcolorspace,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.color.gamut_transform,unsupported.color.gamut_transform,unsupported.color.gamut_transform,0,0,,0.0,,generated-render-missing,True,False,384,384
363,repeated_bitmap,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,0,0,,0.0,,generated-render-missing,True,False,576,576
364,repeated_bitmap_jpg,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,0,0,,0.0,,generated-render-missing,True,False,576,576
365,scale-pixels,IMAGE,non-blocking,trusted,gpu,rendered-no-score,other,,,,1,0,,0.0,,size-mismatch,True,True,960,1200
366,scaled_tilemode_bitmap,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,650,610
367,scaled_tilemodes,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,51.74457644628099,0.0,True,,True,True,880,880
368,scaled_tilemodes_npot,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,72.57102272727273,0.0,True,,True,True,880,880
369,scalepixels_unpremul,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,5,0,15.087301587301589,0.0,True,,True,True,1080,280
370,shaderpath,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,820,930
371,showmiplevels_explicit,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,2,0,13.8788431712435,0.0,True,,True,True,1130,970
372,skbug_8664,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,0.0,,generated-render-missing,True,False,830,550
373,skbug_9819,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.operation,unsupported.composite.operation,unsupported.composite.operation,0,0,,0.0,,generated-render-missing,True,False,256,256
374,stoplight_animated_image,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.surface.prepared.mixed-composite-topology,unsupported.surface.prepared.mixed-composite-topology,unsupported.surface.prepared.mixed-composite-topology,0,0,,0.0,,generated-render-missing,True,False,304,304
375,surface_underdraw,IMAGE,non-blocking,trusted,refusal,refused,images,unsupported.image.native_binding,unsupported.image.native_binding,unsupported.image.native_binding,0,0,,0.0,,generated-render-missing,True,False,256,256
376,texture,IMAGE,non-blocking,missing,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,reference-missing,False,False,256,256
377,textureimage_and_shader,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,100,50
378,tiled_picture_shader,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,400,400
379,tiledscaledbitmap,IMAGE,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,1016,616
380,tilemode_decal,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,720,1100
381,tilemodes_alpha,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,512,512
382,tilemodes,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,880,560
383,tilemode_bitmap,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,650,610
384,tilemode_gradient,IMAGE,non-blocking,trusted,refusal,refused,gradients,unsupported.material.gradient_tile_mode_unsupported,unsupported.material.gradient_tile_mode_unsupported,unsupported.material.gradient_tile_mode_unsupported,0,0,,0.0,,generated-render-missing,True,False,650,610
385,tinybitmap,IMAGE,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,100,100
386,unpremul,IMAGE,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.operation,unsupported.composite.operation,unsupported.composite.operation,0,0,,0.0,,generated-render-missing,True,False,200,200
387,wacky_yuv_formats,IMAGE,non-blocking,missing,gpu,rendered-no-score,other,,,,1,0,,0.0,,reference-missing,False,True,1880,1430
388,yuv420_odd_dim,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,0.0,0.0,True,,True,True,50,50
389,yuv420_odd_dim_repeat,IMAGE,non-blocking,trusted,gpu,rendered,other,,,,1,0,0.0,0.0,True,,True,True,1000,500
390,custommesh_cs,MESH,non-blocking,trusted,failure,failed,other,,failed.prepared-surface.materialization,failed.prepared-surface.materialization,0,0,,83.0,,generated-render-missing,True,False,468,258
391,custommesh_cs_uniforms,MESH,non-blocking,trusted,failure,failed,other,,failed.prepared-surface.materialization,failed.prepared-surface.materialization,0,0,,0.0,,generated-render-missing,True,False,200,900
392,custommesh,MESH,non-blocking,trusted,failure,failed,compositing,,invalid.frame_plan.destination_read_unbound,invalid.frame_plan.destination_read_unbound,0,0,,84.0,,generated-render-missing,True,False,435,1180
393,custommesh_uniforms,MESH,non-blocking,untrustable,gpu,rendered-no-score,other,,,,1,0,,99.0,,reference-untrustable,True,True,140,250
394,mesh_updates,MESH,non-blocking,trusted,failure,failed,other,,failed.prepared-surface.materialization,failed.prepared-surface.materialization,0,0,,0.0,,generated-render-missing,True,False,270,490
395,picture_mesh,MESH,non-blocking,trusted,refusal,refused,compositing,unsupported.composite.operation,unsupported.composite.operation,unsupported.composite.operation,0,0,,99.0,,generated-render-missing,True,False,390,90
396,skbug_13047,MESH,non-blocking,trusted,refusal,refused,images,unsupported.vertices.material,unsupported.vertices.material,unsupported.vertices.material,0,0,,0.0,,generated-render-missing,True,False,200,200
397,vertices_batching,MESH,non-blocking,trusted,refusal,refused,images,unsupported.vertices.topology,unsupported.vertices.topology,unsupported.vertices.topology,0,0,,0.0,,generated-render-missing,True,False,100,500
398,vertices_collapsed,MESH,non-blocking,trusted,refusal,refused,images,unsupported.vertices.material,unsupported.vertices.material,unsupported.vertices.material,0,0,,0.0,,generated-render-missing,True,False,50,50
399,vertices,MESH,non-blocking,trusted,refusal,refused,images,unsupported.vertices.material,unsupported.vertices.material,unsupported.vertices.material,0,0,,0.0,,generated-render-missing,True,False,975,1175
400,bezier_conic_effects,PATH,non-blocking,trusted,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,generated-render-missing,True,False,256,256
401,bezier_quad_effects,PATH,non-blocking,trusted,refusal,refused,strokes,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,unsupported.stroke.rect_anti_alias,0,0,,0.0,,generated-render-missing,True,False,256,256
402,bug41422450,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,863,473
403,ctmpatheffect,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,800,600
404,circle_sizes,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,87.3,,generated-render-missing,True,False,128,128
405,clockwise,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,0.0,,generated-render-missing,True,False,300,200
406,concavepaths,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,93.0,,generated-render-missing,True,False,500,600
407,conicpaths,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,920,960
408,convex_lineonly_paths,PATH,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,0,0,,0.0,,generated-render-missing,True,False,512,512
409,convex_lineonly_paths_stroke_and_fill,PATH,non-blocking,trusted,refusal,refused,other,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,unsupported.core_primitive.geometry.invalid,0,0,,0.0,,generated-render-missing,True,False,512,512
410,convexpaths,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,1200,1100
411,crbug_640176,PATH,non-blocking,trusted,gpu,rendered,other,,,,2,0,99.6832,0.0,True,,True,True,250,250
412,crbug_691386,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,256,256
413,cubicclosepath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
414,cubicpath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
415,cubicpath_shader,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.material.path_stencil,unsupported.core_primitive.material.path_stencil,unsupported.core_primitive.material.path_stencil,0,0,,0.0,,generated-render-missing,True,False,1240,390
416,dashcircle,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,36.5,,generated-render-missing,True,False,900,1200
417,dashtextcaps,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,512,512
418,dashing5_aa,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,400,200
419,dashing,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,84.8,,generated-render-missing,True,False,640,340
420,drawlines_with_local_matrix,PATH,non-blocking,trusted,refusal,refused,gradients,unsupported.material.gradient_antialias,unsupported.material.gradient_antialias,unsupported.material.gradient_antialias,0,0,,0.0,,generated-render-missing,True,False,500,500
421,drawregion,PATH,non-blocking,trusted,gpu,rendered,other,,,,10002,0,100.0,0.0,True,,True,True,500,500
422,drawregionmodes,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,375,500
423,fatpathfill,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,0.0,,generated-render-missing,True,False,288,480
424,filltypespersp,PATH,non-blocking,trusted,refusal,refused,other,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,unsupported.material.source_unimplemented,0,0,,0.0,,generated-render-missing,True,False,835,840
425,inner_join_geometry,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1000,700
426,lineclosepath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
427,linepath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
428,mandoline,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,84.8,,generated-render-missing,True,False,560,475
429,manycircles,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,800,600
430,manypathatlases,PATH,non-blocking,missing,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,reference-missing,False,False,128,128
431,nested,PATH,non-blocking,missing,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,reference-missing,False,False,269,134
432,nonclosedpaths,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,59.8,,generated-render-missing,True,False,1220,1920
433,OverStroke,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,500,500
434,parsedpaths,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,500,500
435,path_mask_cache,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,unsupported.core_primitive.stencil_edge_fan_budget,0,0,,0.0,,generated-render-missing,True,False,650,950
436,pathops_skbug_10155,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,256,256
437,path-reverse,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,640,480
438,path_stroke_clip_crbug1070835,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,80.0,,generated-render-missing,True,False,25,50
439,points,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,640,490
440,poly2poly,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,835,840
441,polygons,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,69.0,,generated-render-missing,True,False,840,1140
442,preservefillrule_big,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,47.7,,generated-render-missing,True,False,400,400
443,preservefillrule_little,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,unsupported.core_primitive.coverage_sample.scalar_aa_not_promoted,0,0,,40.4,,generated-render-missing,True,False,40,40
444,quadclosepath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
445,quadpath,PATH,non-blocking,trusted,refusal,refused,path-clip,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,unsupported.geometry.path_key_nondeterministic,0,0,,0.0,,generated-render-missing,True,False,1240,390
